Date,Person_ID,Age,Gender,City,Temperature_C,Activity_Level,Water_Consumed_Liters,Activity_Code
2025-01-20,P0750,60,Male,Islamabad,18.5,Medium,2.9167344979061496,1.0
2025-01-21,P0751,39,Male,Peshawar,32.7,Medium,3.3402729104214903,1.0
2025-01-22,P0752,55,Male,Karachi,40.4,Medium,3.766828431012037,1.0
2025-01-23,P0753,34,Female,Quetta,37.2,Medium,4.128006429569868,1.0
2025-01-24,P0754,40,Female,Quetta,17.0,Medium,2.8934475708983856,1.0
2025-01-25,P0755,21,Female,Islamabad,14.6,High,3.3605313836361765,2.0
2025-01-26,P0756,29,Female,Quetta,34.3,Low,3.454893740539676,0.0
2025-01-27,P0757,20,Male,Peshawar,11.6,Medium,2.362910218635226,1.0
2025-01-28,P0758,18,Male,Quetta,26.1,High,3.6449269598805385,2.0
2025-01-29,P0759,34,Male,Quetta,14.3,High,3.5297476628330178,2.0
2025-01-30,P0760,46,Female,Peshawar,31.9,Medium,3.6272027382996113,1.0
2025-01-31,P0761,45,Male,Karachi,36.8,High,3.8892404775205303,2.0
2025-02-01,P0762,26,Male,Peshawar,20.5,High,3.3544344400348085,2.0
2025-02-02,P0763,18,Male,Karachi,34.8,Low,3.351813280501788,0.0
2025-02-03,P0764,39,Female,Karachi,31.5,Medium,3.087402961772281,1.0
2025-02-04,P0765,55,Female,Peshawar,34.3,Low,2.967756998035888,0.0
2025-02-05,P0766,39,Female,Lahore,11.9,Low,2.4051480162885377,0.0
2025-02-06,P0767,43,Male,Quetta,29.5,Low,3.050119943783561,0.0
2025-02-07,P0768,48,Female,Lahore,33.9,Low,3.549635732015008,0.0
2025-02-08,P0769,43,Female,Lahore,44.5,Low,3.122832387620265,0.0
2025-02-09,P0770,43,Female,Peshawar,33.0,Medium,4.002062189115485,1.0
2025-02-10,P0771,51,Female,Karachi,31.8,Medium,3.622037695179867,1.0
2025-02-11,P0772,40,Female,Peshawar,16.4,High,2.88751591541552,2.0
2025-02-12,P0773,42,Male,Islamabad,38.1,Medium,4.147130327239163,1.0
2025-02-13,P0774,39,Male,Islamabad,27.0,Medium,3.3412583223451118,1.0
2025-02-14,P0775,37,Male,Peshawar,17.1,High,3.371726554257977,2.0
2025-02-15,P0776,58,Female,Islamabad,32.1,Medium,3.5110673076539545,1.0
2025-02-16,P0777,34,Female,Quetta,34.6,Medium,3.727913419363577,1.0
2025-02-17,P0778,38,Female,Karachi,36.2,Medium,3.896252467365083,1.0
2025-02-18,P0779,41,Female,Peshawar,17.3,Medium,2.907646501986048,1.0
2025-02-19,P0780,29,Male,Karachi,26.6,High,3.733403475350921,2.0
2025-02-20,P0781,35,Female,Peshawar,34.3,High,4.374073108662295,2.0
2025-02-21,P0782,52,Female,Karachi,24.7,High,3.494093263186415,2.0
2025-02-22,P0783,31,Female,Quetta,31.4,High,4.316231063446749,2.0
2025-02-23,P0784,41,Male,Karachi,18.2,Medium,2.7328056386010973,1.0
2025-02-24,P0785,39,Female,Quetta,32.2,High,4.277013470931764,2.0
2025-02-25,P0786,20,Male,Quetta,22.7,High,3.759900038790794,2.0
2025-02-26,P0787,36,Male,Islamabad,36.7,Medium,4.128485719647641,1.0
2025-02-27,P0788,48,Female,Karachi,25.7,High,3.807169905014388,2.0
2025-02-28,P0789,29,Male,Lahore,25.2,Low,2.894926235807316,0.0
2025-03-01,P0790,32,Female,Lahore,29.4,High,4.119681988748371,2.0
2025-03-02,P0791,39,Female,Karachi,30.1,Low,2.8094545329938496,0.0
2025-03-03,P0792,46,Female,Quetta,21.5,Medium,2.96298597873865,1.0
2025-03-04,P0793,51,Female,Islamabad,42.2,Medium,3.8460331050926313,1.0
2025-03-05,P0794,56,Female,Peshawar,30.4,Medium,3.5233207399322155,1.0
2025-03-06,P0795,57,Male,Lahore,37.6,Medium,3.927723629029671,1.0
2025-03-07,P0796,33,Male,Lahore,35.4,Medium,3.85599333514769,1.0
2025-03-08,P0797,39,Male,Islamabad,25.3,Medium,3.235889689204723,1.0
2025-03-09,P0798,19,Female,Islamabad,18.0,High,3.1397249917186087,2.0
2025-03-10,P0799,28,Male,Islamabad,15.1,Low,2.113266974805041,0.0
2025-03-11,P0800,46,Male,Peshawar,24.6,Low,2.568568072851338,0.0
2025-03-12,P0801,20,Male,Islamabad,23.8,Medium,3.2253462405890567,1.0
2025-03-13,P0802,31,Male,Islamabad,16.0,Medium,2.717298120782977,1.0
2025-03-14,P0803,47,Male,Karachi,41.6,Low,3.387662004523793,0.0
2025-03-15,P0804,54,Male,Islamabad,17.6,High,3.522357365967534,2.0
2025-03-16,P0805,32,Male,Lahore,13.6,High,3.379684598405997,2.0
2025-03-17,P0806,43,Female,Lahore,34.7,Medium,3.62440677955704,1.0
2025-03-18,P0807,27,Female,Islamabad,25.8,Medium,3.3888165498316334,
2025-03-19,P0808,57,Male,Peshawar,12.6,Low,1.9747984575236148,0.0
2025-03-20,P0809,52,Male,Islamabad,14.9,Medium,3.3888165498316334,
2025-03-21,P0810,56,Male,Quetta,25.2,High,4.227130820647882,2.0
2025-03-22,P0811,30,Female,Quetta,27.7,Low,2.4915939657483577,0.0
2025-03-23,P0812,45,Male,Islamabad,12.0,High,3.1430905114708034,2.0
2025-03-24,P0813,23,Male,Quetta,39.3,Low,3.653954666612996,0.0
2025-03-25,P0814,59,Female,Quetta,12.1,Low,1.7780164332325314,0.0
2025-03-26,P0815,29,Male,Peshawar,16.9,Low,2.1190688814583205,0.0
2025-03-27,P0816,31,Male,Peshawar,39.2,Medium,3.720257842149888,1.0
2025-03-28,P0817,24,Female,Lahore,36.7,Medium,3.975788085569752,1.0
2025-03-29,P0818,20,Female,Quetta,38.9,High,4.757768364527432,2.0
2025-03-30,P0819,34,Male,Quetta,23.1,High,3.652844437972509,2.0
2025-03-31,P0820,47,Male,Peshawar,29.5,Low,2.9789737390371007,0.0
2025-04-01,P0821,59,Female,Peshawar,36.4,Low,3.4647408518066936,0.0
2025-04-02,P0822,28,Male,Karachi,21.4,Low,2.648981090597811,0.0
2025-04-03,P0823,20,Female,Karachi,43.5,Medium,3.943482246631047,1.0
2025-04-04,P0824,26,Male,Peshawar,29.3,High,4.12452942469152,2.0
2025-04-05,P0825,55,Female,Quetta,39.7,High,4.5797275901154935,2.0
2025-04-06,P0826,59,Male,Lahore,26.1,Medium,3.419097915677626,1.0
2025-04-07,P0827,22,Male,Peshawar,32.7,Low,3.304197223743882,0.0
2025-04-08,P0828,24,Male,Peshawar,23.8,High,4.0514121817045545,2.0
2025-04-09,P0829,21,Male,Islamabad,33.7,Medium,3.4456075846595304,1.0
2025-04-10,P0830,20,Female,Quetta,22.7,Medium,3.229310535067977,1.0
2025-04-11,P0831,50,Male,Karachi,20.5,Medium,2.4621952444449717,1.0
2025-04-12,P0832,35,Female,Karachi,37.7,Low,3.317373565487493,0.0
2025-04-13,P0833,55,Male,Lahore,18.2,Medium,3.3888165498316334,
2025-04-14,P0834,29,Male,Quetta,42.4,Low,3.459264950381224,0.0
2025-04-15,P0835,26,Male,Peshawar,21.8,Low,3.0098150272675017,0.0
2025-04-16,P0836,32,Male,Karachi,13.9,Medium,3.3888165498316334,
2025-04-17,P0837,47,Female,Karachi,19.4,Low,2.386505821634985,0.0
2025-04-18,P0838,43,Male,Islamabad,17.5,High,3.595760537179557,2.0
2025-04-19,P0839,23,Female,Karachi,13.9,Low,2.58411292600531,0.0
2025-04-20,P0840,31,Female,Quetta,22.5,Medium,3.507271880498693,1.0
2025-04-21,P0841,39,Male,Quetta,17.6,High,3.212394333634881,2.0
2025-04-22,P0842,26,Male,Lahore,12.3,Low,2.3786564284744265,0.0
2025-04-23,P0843,39,Male,Quetta,25.6,High,3.763895093253436,2.0
2025-04-24,P0844,27,Female,Islamabad,21.5,Medium,3.042026605634548,1.0
2025-04-25,P0845,36,Male,Karachi,12.4,Medium,2.3864199535534607,1.0
2025-04-26,P0846,22,Female,Islamabad,15.8,High,3.232952814203403,2.0
2025-04-27,P0847,20,Female,Lahore,33.9,Low,2.9459883054047946,0.0
2025-04-28,P0848,40,Male,Karachi,43.8,Low,3.741965930673984,0.0
2025-04-29,P0849,21,Female,Islamabad,37.8,Medium,3.692564528365644,1.0
2025-04-30,P0850,36,Male,Karachi,22.7,Medium,3.4678696177399497,1.0
2025-05-01,P0851,46,Male,Islamabad,39.7,Medium,3.608403187943643,1.0
2025-05-02,P0852,37,Female,Quetta,24.2,High,4.057433522701765,2.0
2025-05-03,P0853,41,Female,Karachi,21.0,Medium,3.0121306604934497,1.0
2025-05-04,P0854,38,Male,Lahore,37.1,Low,3.2229875404435435,0.0
2025-05-05,P0855,50,Male,Peshawar,37.4,Low,3.227977836531052,0.0
2025-05-06,P0856,55,Female,Islamabad,37.6,Medium,3.6844699812169472,1.0
2025-05-07,P0857,43,Male,Peshawar,12.3,Low,2.078917082639234,0.0
2025-05-08,P0858,48,Female,Quetta,37.0,Medium,3.5848484669577143,1.0
2025-05-09,P0859,39,Male,Karachi,38.1,High,4.646831495778988,2.0
2025-05-10,P0860,47,Female,Quetta,17.8,High,3.535948901657725,2.0
2025-05-11,P0861,34,Male,Karachi,34.0,Low,3.182300434580722,0.0
2025-05-12,P0862,44,Male,Karachi,28.6,High,4.014866102832407,2.0
2025-05-13,P0863,33,Male,Peshawar,16.4,High,3.1316713041212583,2.0
2025-05-14,P0864,38,Male,Quetta,39.7,Medium,3.873888776571417,1.0
2025-05-15,P0865,39,Female,Quetta,27.8,Medium,3.381061035708288,1.0
2025-05-16,P0866,46,Female,Quetta,17.7,High,3.7554811033815865,2.0
2025-05-17,P0867,55,Male,Karachi,36.9,High,4.124184799689905,2.0
2025-05-18,P0868,43,Female,Quetta,14.9,High,3.3255822865279585,2.0
2025-05-19,P0869,41,Male,Karachi,35.7,Low,3.4503527705525454,0.0
2025-05-20,P0870,32,Male,Islamabad,31.9,Low,2.9135366625671475,0.0
2025-05-21,P0871,22,Female,Peshawar,22.1,Medium,3.3445994740466807,1.0
2025-05-22,P0872,33,Male,Karachi,34.9,High,3.8371124101738,2.0
2025-05-23,P0873,39,Male,Karachi,39.8,Medium,3.983631949793397,1.0
2025-05-24,P0874,39,Male,Peshawar,41.1,High,4.737292623505666,2.0
2025-05-25,P0875,49,Female,Quetta,33.3,High,4.356618469994064,2.0
2025-05-26,P0876,40,Male,Karachi,29.1,High,3.9696781053474894,2.0
2025-05-27,P0877,60,Male,Islamabad,13.8,Medium,2.528739565875867,1.0
2025-05-28,P0878,30,Male,Quetta,38.4,Medium,3.787235302776006,1.0
2025-05-29,P0879,19,Male,Lahore,29.8,Low,3.076848326237841,0.0
2025-05-30,P0880,52,Female,Karachi,24.6,High,3.784583033534893,2.0
2025-05-31,P0881,19,Male,Quetta,22.6,Low,2.5707587404172285,0.0
2025-06-01,P0882,23,Female,Islamabad,13.7,Medium,3.3888165498316334,
2025-06-02,P0883,39,Female,Lahore,21.5,Low,2.5713812096317845,0.0
2025-06-03,P0884,18,Male,Karachi,39.0,Low,3.51789693580233,0.0
2025-06-04,P0885,32,Female,Islamabad,23.8,Medium,3.2206651013025613,1.0
2025-06-05,P0886,47,Male,Islamabad,13.1,High,2.977961003393773,2.0
2025-06-06,P0887,24,Female,Peshawar,28.8,Low,2.7589405975225803,0.0
2025-06-07,P0888,47,Male,Karachi,29.2,High,3.870806916448452,2.0
2025-06-08,P0889,39,Male,Quetta,35.7,Medium,3.792342360539296,1.0
2025-06-09,P0890,43,Male,Islamabad,29.4,High,4.357882763376369,2.0
2025-06-10,P0891,48,Female,Islamabad,12.6,Medium,2.5781792364768124,1.0
2025-06-11,P0892,47,Male,Peshawar,20.7,Medium,3.406441665760606,1.0
2025-06-12,P0893,39,Male,Karachi,22.1,Low,2.692171983843207,0.0
2025-06-13,P0894,18,Female,Quetta,41.8,High,4.515875897721893,2.0
2025-06-14,P0895,60,Male,Lahore,23.0,High,3.45618680806781,2.0
2025-06-15,P0896,43,Female,Quetta,41.8,High,5.156914327013457,2.0
2025-06-16,P0897,38,Female,Lahore,13.7,Low,2.2341494377705065,0.0
2025-06-17,P0898,45,Female,Peshawar,28.1,Low,3.0803980944272924,0.0
2025-06-18,P0899,50,Male,Lahore,16.6,Low,2.226503328960951,0.0
2025-06-19,P0900,31,Male,Lahore,28.6,Medium,3.677643266375792,1.0
2025-06-20,P0901,25,Female,Islamabad,15.0,Medium,3.086040901894448,1.0
2025-06-21,P0902,39,Male,Peshawar,42.3,Low,3.513309347488968,0.0
2025-06-22,P0903,19,Female,Islamabad,25.6,Medium,3.6333282145116015,1.0
2025-06-23,P0904,39,Female,Peshawar,28.9,High,3.969254124707779,2.0
2025-06-24,P0905,49,Male,Quetta,18.7,Medium,3.0646442221554007,1.0
2025-06-25,P0906,40,Female,Peshawar,27.2,Medium,3.237216621149684,1.0
2025-06-26,P0907,39,Female,Islamabad,43.4,Low,3.71139701122854,0.0
2025-06-27,P0908,51,Male,Quetta,10.8,High,3.204242264418788,2.0
2025-06-28,P0909,23,Female,Lahore,42.1,High,4.440513826797805,2.0
2025-06-29,P0910,28,Male,Karachi,33.5,High,4.316165072019081,2.0
2025-06-30,P0911,53,Male,Quetta,24.8,High,3.5848865567631965,2.0
2025-07-01,P0912,40,Female,Lahore,25.9,Low,3.0164980461726456,0.0
2025-07-02,P0913,44,Male,Islamabad,20.3,High,3.2614618367725843,2.0
2025-07-03,P0914,20,Male,Lahore,20.5,Medium,3.4843456845928986,1.0
2025-07-04,P0915,55,Male,Lahore,23.8,Medium,2.8649598123479447,1.0
2025-07-05,P0916,39,Female,Islamabad,40.6,Low,3.7457387067470895,0.0
2025-07-06,P0917,39,Female,Islamabad,19.1,Medium,3.040420374660876,1.0
2025-07-07,P0918,30,Female,Quetta,36.0,High,4.394039705620255,2.0
2025-07-08,P0919,31,Female,Karachi,17.2,Low,2.695973623946447,0.0
2025-07-09,P0920,39,Female,Lahore,24.8,Medium,3.3888165498316334,
2025-07-10,P0921,34,Male,Karachi,34.2,Medium,3.654063437072675,1.0
2025-07-11,P0922,43,Female,Peshawar,37.1,Low,3.4023411616224086,0.0
2025-07-12,P0923,44,Male,Quetta,38.8,High,4.658971125310204,2.0
2025-07-13,P0924,18,Male,Islamabad,35.2,Medium,4.19410832555144,1.0
2025-07-14,P0925,45,Male,Karachi,42.9,High,4.469671016633344,2.0
2025-07-15,P0926,46,Female,Peshawar,41.9,Low,3.306042054371538,0.0
2025-07-16,P0927,59,Female,Lahore,19.2,Low,2.527072985306651,0.0
2025-07-17,P0928,26,Female,Quetta,21.1,High,3.418951188736965,2.0
2025-07-18,P0929,28,Female,Karachi,39.3,Low,3.687458238343443,0.0
2025-07-19,P0930,19,Male,Quetta,31.7,High,4.010478937818051,2.0
2025-07-20,P0931,20,Male,Quetta,18.9,High,3.462167846215967,2.0
2025-07-21,P0932,32,Female,Lahore,35.8,Low,3.4205638336622317,0.0
2025-07-22,P0933,33,Female,Islamabad,40.1,High,4.647158724172447,2.0
2025-07-23,P0934,56,Male,Islamabad,30.7,High,4.254958952610866,2.0
2025-07-24,P0935,52,Male,Peshawar,38.9,Low,3.601221975766258,0.0
2025-07-25,P0936,33,Male,Quetta,23.6,Low,2.6459375548334783,0.0
2025-07-26,P0937,38,Female,Karachi,10.5,High,3.19531513772204,2.0
2025-07-27,P0938,40,Female,Quetta,36.0,Medium,3.699445256918398,1.0
2025-07-28,P0939,31,Female,Islamabad,31.2,High,4.480371073839859,2.0
2025-07-29,P0940,54,Male,Karachi,28.6,Medium,3.206231074906688,1.0
2025-07-30,P0941,34,Male,Lahore,31.9,Medium,3.599481738087736,1.0
2025-07-31,P0942,59,Female,Islamabad,32.0,Low,3.3403423639569096,0.0
2025-08-01,P0943,50,Female,Karachi,15.3,High,3.340181645730393,2.0
2025-08-02,P0944,28,Female,Karachi,12.4,Medium,2.674880635489417,1.0
2025-08-03,P0945,25,Male,Peshawar,32.6,High,3.9189435889228954,2.0
2025-08-04,P0946,26,Male,Lahore,38.9,High,4.672030553536383,2.0
2025-08-05,P0947,48,Female,Peshawar,35.0,Medium,3.874111388300408,1.0
2025-08-06,P0948,39,Male,Quetta,19.1,Medium,3.02442806080554,1.0
2025-08-07,P0949,57,Male,Karachi,18.7,High,3.202193038224227,2.0
2025-08-08,P0950,56,Female,Peshawar,16.8,Low,2.1956107684688084,0.0
2025-08-09,P0951,35,Female,Islamabad,21.9,Medium,3.320081781372833,1.0
2025-08-10,P0952,55,Female,Peshawar,35.9,High,4.551037412480151,2.0
2025-08-11,P0953,30,Male,Karachi,20.3,Low,2.43183155814922,0.0
2025-08-12,P0954,41,Male,Quetta,25.9,High,3.536257838794137,2.0
2025-08-13,P0955,24,Male,Karachi,40.1,High,4.677364104356559,2.0
2025-08-14,P0956,39,Male,Lahore,20.5,High,3.5030534053871567,2.0
2025-08-15,P0957,51,Male,Peshawar,22.7,Low,2.764084012191904,0.0
2025-08-16,P0958,59,Male,Karachi,12.4,Low,2.1564275423516706,0.0
2025-08-17,P0959,39,Male,Karachi,32.4,Medium,3.468354219953638,1.0
2025-08-18,P0960,52,Female,Quetta,11.7,Low,2.3497674224309337,0.0
2025-08-19,P0961,51,Female,Peshawar,26.9,Medium,3.406875756627957,1.0
2025-08-20,P0962,42,Female,Lahore,18.3,Low,2.6195182858973016,0.0
2025-08-21,P0963,29,Female,Lahore,10.2,High,3.1393960145354183,2.0
2025-08-22,P0964,22,Female,Peshawar,41.6,Medium,4.447931628259902,1.0
2025-08-23,P0965,29,Female,Peshawar,23.7,Medium,3.255062420348393,1.0
2025-08-24,P0966,43,Male,Quetta,15.7,Medium,2.804127687155799,1.0
2025-08-25,P0967,39,Male,Lahore,14.3,Medium,2.869360170451779,1.0
2025-08-26,P0968,42,Male,Islamabad,39.9,Low,3.242221472796785,0.0
2025-08-27,P0969,33,Male,Peshawar,41.9,Medium,4.443649731906596,1.0
2025-08-28,P0970,39,Female,Quetta,44.5,High,4.357851393954949,2.0
2025-08-29,P0971,52,Male,Lahore,29.9,Medium,3.3006367080271564,1.0
2025-08-30,P0972,44,Female,Peshawar,25.2,Medium,3.507571396163146,1.0
2025-08-31,P0973,29,Male,Lahore,10.9,High,3.1446481735947023,2.0
2025-09-01,P0974,34,Female,Peshawar,22.2,Low,2.728463730007067,0.0
2025-09-02,P0975,49,Male,Karachi,29.5,High,4.047129444445962,2.0
2025-09-03,P0976,38,Female,Lahore,11.5,Medium,2.3889386016529395,1.0
2025-09-04,P0977,53,Female,Quetta,20.8,Medium,3.323120998831417,1.0
2025-09-05,P0978,19,Female,Islamabad,19.4,Medium,3.058424766409128,1.0
2025-09-06,P0979,47,Female,Karachi,38.8,Medium,4.0791607912192775,1.0
2025-09-07,P0980,30,Male,Quetta,36.5,Medium,4.009973639302812,1.0
2025-09-08,P0981,39,Male,Quetta,38.0,High,4.444840186638124,2.0
2025-09-09,P0982,22,Female,Peshawar,37.1,Medium,3.770591176466752,1.0
2025-09-10,P0983,48,Male,Lahore,42.8,Low,3.7330220882983016,0.0
2025-09-11,P0984,27,Female,Peshawar,13.3,High,2.74642488879798,2.0
2025-09-12,P0985,25,Male,Peshawar,30.5,High,4.123636843356384,2.0
2025-09-13,P0986,50,Female,Karachi,10.6,High,2.799155438400421,2.0
2025-09-14,P0987,49,Male,Peshawar,22.7,Low,2.8704684145505746,0.0
2025-09-15,P0988,52,Female,Quetta,20.7,High,3.5015103259967377,2.0
2025-09-16,P0989,43,Female,Karachi,19.5,Low,2.8878172420070456,0.0
2025-09-17,P0990,24,Male,Karachi,37.1,Medium,3.602387511301067,1.0
2025-09-18,P0991,31,Male,Quetta,15.3,Medium,3.3888165498316334,
2025-09-19,P0992,60,Male,Peshawar,37.9,High,4.321621834170889,2.0
2025-09-20,P0993,35,Female,Karachi,30.4,Medium,3.764040343927421,1.0
2025-09-21,P0994,38,Male,Karachi,34.3,High,4.403676569218612,2.0
2025-09-22,P0995,52,Female,Islamabad,40.1,Medium,4.014082643126082,1.0
2025-09-23,P0996,21,Male,Peshawar,32.2,Medium,3.429604688241925,1.0
2025-09-24,P0997,60,Male,Islamabad,31.1,Low,2.9343498135287662,0.0
2025-09-25,P0998,52,Female,Islamabad,37.4,Medium,4.063326751920649,1.0
2025-09-26,P0999,40,Male,Quetta,14.5,Medium,2.8746121988108637,1.0
2025-09-27,P1000,21,Female,Lahore,21.7,Low,2.370765222000979,0.0
2025-09-28,P1001,39,Female,Karachi,41.6,High,4.786849017833223,2.0
2025-09-29,P1002,39,Female,Lahore,13.2,Low,2.268907634323808,0.0
2025-09-30,P1003,59,Female,Quetta,43.7,High,4.769765009021793,2.0
2025-10-01,P1004,34,Female,Quetta,17.1,Low,2.6500239914298285,0.0
2025-10-02,P1005,57,Male,Quetta,39.7,Low,3.24703078191858,0.0
2025-10-03,P1006,56,Male,Quetta,30.0,Medium,3.3888165498316334,
2025-10-04,P1007,24,Female,Quetta,33.9,High,3.9674354610944538,2.0
2025-10-05,P1008,58,Male,Islamabad,28.4,High,4.332073326504436,2.0
2025-10-06,P1009,39,Female,Islamabad,27.6,High,4.073389019465425,2.0
2025-10-07,P1010,39,Female,Peshawar,38.3,Low,3.301450040631585,0.0
2025-10-08,P1011,33,Male,Lahore,11.3,Medium,2.544663210971104,1.0
2025-10-09,P1012,57,Female,Lahore,22.8,Low,2.479121196384483,0.0
2025-10-10,P1013,57,Male,Lahore,25.8,Medium,3.371422844957601,1.0
2025-10-11,P1014,19,Female,Quetta,35.8,High,4.1823473570362415,2.0
2025-10-12,P1015,22,Male,Karachi,20.0,High,3.5323608836104787,2.0
2025-10-13,P1016,52,Female,Lahore,23.5,High,3.566177220615913,2.0
2025-10-14,P1017,45,Male,Islamabad,19.7,High,3.369121560475959,2.0
2025-10-15,P1018,28,Male,Islamabad,19.5,High,3.3334036501636453,2.0
2025-10-16,P1019,60,Male,Karachi,24.4,Low,2.8031757768409737,0.0
2025-10-17,P1020,18,Female,Lahore,12.6,Low,1.818217517814032,0.0
2025-10-18,P1021,39,Female,Quetta,23.6,High,3.6802574922269184,2.0
2025-10-19,P1022,56,Male,Quetta,27.2,Medium,3.1995357558000603,1.0
2025-10-20,P1023,25,Male,Quetta,40.2,Low,3.2104385446666805,0.0
2025-10-21,P1024,46,Female,Islamabad,35.7,Medium,3.603820339295192,1.0
2025-10-22,P1025,38,Male,Karachi,24.8,High,3.518519281426149,2.0
2025-10-23,P1026,40,Female,Peshawar,21.5,Medium,3.4223676815589266,1.0
2025-10-24,P1027,25,Female,Karachi,26.5,Medium,3.281530246792207,1.0
2025-10-25,P1028,37,Male,Peshawar,10.8,High,2.849391987675222,2.0
2025-10-26,P1029,28,Female,Islamabad,34.4,Low,3.159481846331364,0.0
2025-10-27,P1030,45,Male,Lahore,11.5,Low,2.261594681454897,0.0
2025-10-28,P1031,47,Male,Quetta,29.9,High,3.98476805189108,2.0
2025-10-29,P1032,21,Male,Karachi,40.1,Medium,3.9585137684043312,1.0
2025-10-30,P1033,18,Male,Islamabad,23.3,Medium,3.144406912202107,1.0
2025-10-31,P1034,60,Female,Quetta,40.9,Low,3.619746885280164,0.0
2025-11-01,P1035,25,Male,Lahore,36.3,High,4.070323194009744,2.0
2025-11-02,P1036,58,Male,Islamabad,14.3,Medium,2.566566928007412,1.0
2025-11-03,P1037,25,Female,Karachi,30.9,Low,2.825965697643036,0.0
2025-11-04,P1038,23,Female,Quetta,12.4,Medium,2.5775159445144733,1.0
2025-11-05,P1039,59,Female,Islamabad,21.0,Low,2.213740345444993,0.0
2025-11-06,P1040,50,Female,Karachi,18.8,Medium,2.979682930823526,1.0
2025-11-07,P1041,45,Male,Karachi,34.4,Low,3.1395496046289177,0.0
2025-11-08,P1042,20,Male,Quetta,22.2,Medium,2.8490600608620587,1.0
2025-11-09,P1043,55,Female,Islamabad,18.3,High,3.303519911573903,2.0
2025-11-10,P1044,39,Male,Quetta,10.7,High,2.753882438799353,2.0
2025-11-11,P1045,59,Female,Lahore,37.4,High,4.623513131260642,2.0
2025-11-12,P1046,39,Male,Lahore,19.8,High,3.2441391874965904,2.0
2025-11-13,P1047,22,Female,Quetta,29.5,High,3.7028061614988914,2.0
2025-11-14,P1048,39,Female,Quetta,42.7,Medium,3.3888165498316334,
2025-11-15,P1049,51,Male,Islamabad,17.0,High,3.61227751529215,2.0
2025-11-16,P1050,55,Male,Islamabad,44.4,Low,3.920398780025237,0.0
2025-11-17,P1051,37,Female,Lahore,43.4,Medium,4.157240355679481,1.0
2025-11-18,P1052,42,Male,Lahore,44.6,High,4.862109378421913,2.0
2025-11-19,P1053,50,Female,Lahore,13.9,Low,2.31872284978426,0.0
2025-11-20,P1054,42,Female,Islamabad,26.6,High,3.974170626107609,2.0
2025-11-21,P1055,34,Female,Islamabad,16.4,High,3.4199695838056927,2.0
2025-11-22,P1056,54,Male,Quetta,12.7,High,3.4523538163430354,2.0
2025-11-23,P1057,31,Female,Lahore,40.0,Low,3.3361605762415008,0.0
2025-11-24,P1058,39,Female,Peshawar,28.3,Medium,3.3888165498316334,
2025-11-25,P1059,26,Male,Lahore,15.1,Low,2.158921061593273,0.0
2025-11-26,P1060,45,Male,Islamabad,14.2,Low,2.307823307350177,0.0
2025-11-27,P1061,23,Female,Karachi,27.4,Medium,3.3888165498316334,
2025-11-28,P1062,55,Male,Peshawar,18.7,Medium,2.8943212847134614,1.0
2025-11-29,P1063,44,Male,Quetta,41.3,Medium,3.925341490662611,1.0
2025-11-30,P1064,25,Male,Peshawar,18.4,Medium,2.600704243858988,1.0
2025-12-01,P1065,33,Male,Quetta,31.1,High,4.1071056505952495,2.0
2025-12-02,P1066,51,Male,Karachi,22.5,High,3.614738288809063,2.0
2025-12-03,P1067,54,Male,Karachi,13.1,High,2.886442905881517,2.0
2025-12-04,P1068,27,Male,Islamabad,29.1,Medium,3.1598227336138045,1.0
2025-12-05,P1069,27,Male,Lahore,32.3,Medium,3.5047605271576647,1.0
2025-12-06,P1070,39,Male,Peshawar,44.8,Medium,4.241191830738404,1.0
2025-12-07,P1071,39,Female,Islamabad,20.7,Medium,3.111592762661908,1.0
2025-12-08,P1072,38,Female,Peshawar,34.3,High,4.479803168171266,2.0
2025-12-09,P1073,31,Female,Quetta,24.5,High,3.972517660813114,2.0
2025-12-10,P1074,56,Male,Islamabad,36.0,Low,3.0184506679086827,0.0
2025-12-11,P1075,39,Male,Islamabad,40.1,Medium,3.962117026701936,1.0
2025-12-12,P1076,39,Male,Quetta,26.9,High,3.783369491335131,2.0
2025-12-13,P1077,36,Female,Lahore,22.2,High,3.696941142326988,2.0
2025-12-14,P1078,39,Male,Karachi,15.3,High,2.923602748242506,2.0
2025-12-15,P1079,45,Female,Islamabad,21.2,High,3.601652966845388,2.0
2025-12-16,P1080,28,Male,Islamabad,10.3,Medium,2.7038331544938696,1.0
2025-12-17,P1081,43,Male,Karachi,44.3,Medium,4.286161545443542,1.0
2025-12-18,P1082,53,Male,Peshawar,31.8,Low,3.066452002647189,0.0
2025-12-19,P1083,37,Female,Karachi,21.3,Medium,3.2036213781619507,1.0
2025-12-20,P1084,18,Female,Peshawar,23.8,High,3.636943330723561,2.0
2025-12-21,P1085,43,Male,Peshawar,18.2,Medium,3.0666780051942686,1.0
2025-12-22,P1086,55,Female,Peshawar,42.1,High,4.795021576609231,2.0
2025-12-23,P1087,34,Male,Islamabad,24.3,Low,3.068278687303964,0.0
2025-12-24,P1088,47,Female,Lahore,36.8,High,4.667029692032476,2.0
2025-12-25,P1089,27,Male,Peshawar,39.9,High,4.744086889719346,2.0
2025-12-26,P1090,52,Female,Islamabad,15.3,High,3.383543583569936,2.0
2025-12-27,P1091,55,Female,Islamabad,39.6,Medium,4.358049543993473,1.0
2025-12-28,P1092,22,Female,Islamabad,24.2,Medium,3.3888165498316334,
